2 9 6 3 0 0 0 0 0
8 5 4 0 6 2 0 0 3
7 1 3 8 9 5 2 6 4
1 6 8 4 2 7 3 9 5
5 4 7 9 0 0 6 2 1
9 3 2 0 0 6 0 0 0
3 2 5 0 0 9 1 4 0
6 7 1 2 5 4 8 3 9
4 8 9 0 0 1 0 0 2

